scene_name,num_agents,min_ttc,off-road_rate,collision_rate,rss_lon,rss_lat,jsd_vel,jsd_acc,jsd_jerk,fdd
scene-0003,8,0.003234460423000244,0.296875,0.0,16,0,0.5144751125744441,0.06844050960897077,0.21564902812026748,1.5537334764160606
scene-0013,6,0.0009584506963015194,0.2125,0.0,0,0,0.3906328875871706,0.04215355283080091,0.20821066410751435,1.4116457176208497
scene-0014,2,,0.685,0.0,0,0,0.07748304047541221,0.0427255855587642,0.2151565147684132,2.6976969432203397
scene-0015,2,0.050397848381318874,0.9625,0.0,0,0,0.5535882880701074,0.07507584410702563,0.3216957752058044,3.6295884915402064
scene-0017,2,6.412124065193122,0.0,0.0,0,0,0.15175870978458883,0.1636067937434097,0.33265835854388764,2.9110388369309272
scene-0018,21,0.0,0.22642857142857142,0.04047619047619048,291,452,0.1948737902597587,0.034472643615603565,0.13284407816033716,1.1784263098090513
scene-0035,9,0.0,0.09333333333333334,0.015555555555555555,75,105,0.2488734824257008,0.04808502139029738,0.08508082400477535,0.7627225242302432
scene-0036,9,0.06537161832830128,0.15222222222222223,0.0,0,23,0.12500052830961184,0.01165170773646113,0.043696414968331196,0.6003712318375793
scene-0038,6,0.0596357645354441,0.38083333333333336,0.0,0,18,0.16915392317902084,0.08131960166947486,0.15883786648056836,1.864497757125319
scene-0039,15,0.0,0.086,0.07933333333333334,306,523,0.590837084931097,0.06762363083018032,0.2328765635438995,1.7724735097675992
scene-0093,34,0.0,0.1998529411764706,0.08441176470588235,790,2376,0.45788816041712244,0.07359466199422883,0.21293553199827456,1.5482141086643693
scene-0094,8,0.00014710969844113642,0.255625,0.0,0,0,0.6498305293446871,0.3017009036886124,0.24469829966237766,1.773496754235637
scene-0095,18,0.0,0.31,0.035,204,342,0.5389155415056901,0.09114608763360127,0.3066340587022895,2.724658361452016
scene-0096,17,0.0,0.2161764705882353,0.0026470588235294116,0,58,0.47891511716533197,0.1126377708760381,0.244055294616046,1.9122481951403543
scene-0097,13,0.0,0.11576923076923076,0.052307692307692305,193,393,0.17033527987214678,0.036900770388859694,0.18568669739818333,2.5960072749828997
scene-0098,18,0.0,0.23694444444444446,0.035555555555555556,171,337,0.7174091537933245,0.09615102929423648,0.2553707532206454,2.1506865906854817
scene-0099,22,0.0,0.08409090909090909,0.09477272727272727,594,866,0.20006406339655267,0.033998210551523335,0.11386739343847206,0.7452087891015333
scene-0100,16,0.011526088994545849,0.045,0.0,0,400,0.134539654390354,0.009846792346045291,0.035140705554675675,0.42188794530143864
scene-0101,15,0.0,0.014666666666666666,0.024,126,263,0.21550940580550454,0.07619050311703138,0.2432533699629842,2.189323945880982
scene-0102,14,0.0,0.205,0.0225,138,877,0.11454716662004881,0.05562412541237008,0.15631853356793982,1.5519788658260405
scene-0103,12,0.0,0.29333333333333333,0.009166666666666667,53,170,0.6298102732428315,0.11358249704834739,0.25602804005247454,2.4495856042101716
scene-0104,24,0.0,0.140625,0.061875,439,827,0.35994648143973607,0.07900720910868149,0.25443729187660746,2.3454051152188913
scene-0105,26,0.0,0.11423076923076923,0.012307692307692308,95,221,0.2817987727085513,0.054789142778408705,0.13657008642808577,0.8921888410224605
scene-0106,22,0.0,0.1625,0.03431818181818182,189,501,0.49197920397303657,0.12358527263283922,0.290858631820363,1.8130830139162364
scene-0107,9,0.0,0.24666666666666667,0.1111111111111111,200,403,0.09539958011038385,0.09049340907139042,0.16566041221972555,2.3472430862181364
scene-0108,15,0.0,0.08566666666666667,0.003,70,33,0.03250801177301086,0.019043524697289052,0.05594104852409035,0.30652780856009115
scene-0109,16,0.0,0.19125,0.09625,386,664,0.3527560745270864,0.08156924125611019,0.2686154224804444,1.3313627166810786
scene-0110,18,0.0,0.08166666666666667,0.029722222222222223,668,168,0.1911164002443159,0.01892123986395641,0.06001628940677154,0.40000074553907966
scene-0221,11,0.0,0.47545454545454546,0.008636363636363636,41,81,0.6430201164739302,0.10463566074238431,0.3530343738601468,2.8082748983508092
scene-0268,3,0.016478260437756537,0.5883333333333334,0.0,0,0,0.2631823224336865,0.1441895688875937,0.2568417635248325,2.7329297484013066
scene-0269,5,0.004598956362154946,0.633,0.0,0,16,0.48580987152234345,0.14599839385482,0.23378528345687516,1.885391004461991
scene-0270,1,,0.5,0.0,0,0,,,,4.372116185238486
scene-0271,4,0.0,0.51,0.04125,36,98,0.28755510628448533,0.060888063991646924,0.241390091394183,1.6615697868040908
scene-0272,4,0.0,0.3125,0.02375,20,85,0.07822189811766218,0.04115571679012089,0.42938657924349544,3.822144812784697
scene-0273,5,0.0,0.442,0.058,70,114,0.9620056280486988,0.15945269287347807,0.1634119451255955,2.7527512179471945
scene-0274,9,0.0099878291748214,0.2683333333333333,0.0,23,0,0.5084551048345344,0.1103146284988708,0.2415323047024762,2.2291070295277744
scene-0275,9,0.0,0.22666666666666666,0.007222222222222222,21,58,0.0830745216606429,0.051669453768861236,0.14512405349875135,1.586902909190857
scene-0276,12,0.0,0.23416666666666666,0.03833333333333333,136,476,0.2072331249737681,0.1088809943042543,0.20200941726444308,2.435162533542566
scene-0277,5,0.0,0.301,0.019,36,53,0.5795295280989488,0.1542830921095026,0.20487686041454894,1.8909876332443796
scene-0278,15,0.0,0.13666666666666666,0.06266666666666666,0,437,0.19701040478612664,0.026234053733123503,0.09394445626863801,0.7648766760575144
scene-0329,20,0.0,0.2585,0.07225,370,1992,0.06652796218977083,0.007402136291333993,0.042464961491433674,0.41577381701845867
scene-0330,14,0.0,0.25535714285714284,0.003928571428571429,25,633,0.08230103851577399,0.022370684197821424,0.14444219568521652,0.797736545146856
scene-0331,42,0.0,0.07202380952380952,0.047619047619047616,456,5438,0.12260594498009676,0.023889181848882356,0.10701269805205224,0.6010796253454118
scene-0332,47,0.0020216465830994036,0.06829787234042553,0.0,0,4001,0.018985376891474136,0.002176193358238118,0.022780421421617302,0.09374393536580969
scene-0344,9,0.0,0.35777777777777775,0.05722222222222222,179,650,0.6636848889097304,0.07538407591202115,0.3038784892883225,1.5943528249528673
scene-0345,11,0.0,0.24954545454545454,0.015454545454545455,110,243,0.17640579143875146,0.050059687785136794,0.2605963429858438,2.3342213883425633
scene-0346,2,0.03538317419447966,0.485,0.0,0,0,0.1842610849607294,0.056583892967379465,0.33704383729903614,3.0987294889751236
scene-0519,26,0.0,0.21923076923076923,0.0425,246,512,0.3948046394910176,0.04205341922656961,0.14404269743426631,0.9914830884949759
scene-0520,22,0.0,0.08113636363636363,0.06340909090909091,342,608,0.3459078924876168,0.04484213329969748,0.17342041302089456,1.0935945258528421
scene-0521,26,0.0,0.038461538461538464,0.022115384615384617,295,262,0.07798493580659274,0.024587996362437102,0.08312689849340878,0.6119649908899777
scene-0522,25,0.0,0.0608,0.0278,349,707,0.36787678533892937,0.0476975876564582,0.1655325702239903,0.9520420133302087
scene-0523,28,0.0,0.075,0.009821428571428571,60,2867,0.26966519956304835,0.03759894855510673,0.10504024838336878,0.7906452820825396
scene-0524,47,0.0,0.07223404255319149,0.0010638297872340426,99,2849,0.11103524469553792,0.02709087106879806,0.13586463689989298,0.31808621993924574
scene-0552,11,0.0,0.29454545454545455,0.05090909090909091,143,304,0.5371920451215553,0.08185856510393483,0.25658953908820453,1.8707635164489016
scene-0553,18,0.0,0.18861111111111112,0.10472222222222222,396,1000,0.12506016200485726,0.06908387517336265,0.07509358515529246,1.5330969147911373
scene-0554,12,0.0,0.05708333333333333,0.09958333333333333,271,747,0.19175821692048295,0.05066218098826415,0.10594117656166763,1.0726838214850674
scene-0555,12,0.0,0.15166666666666667,0.09666666666666666,262,561,0.7024892009955354,0.09944682277662018,0.22013852294045058,2.7632955879022023
scene-0556,30,0.0,0.0575,0.006833333333333334,139,243,0.25858572525337353,0.05659658389992872,0.1902521846663336,0.8116879814016191
scene-0557,8,0.0,0.24375,0.00625,4,41,0.23230060271143005,0.10390683909895444,0.41789325446518094,2.4606921204025123
scene-0558,25,0.0,0.0888,0.0568,379,571,0.0560219199618946,0.03632207076227716,0.09130061901988983,0.8933464969719711
scene-0559,15,0.0,0.06133333333333333,0.015666666666666666,94,119,0.47102941536248416,0.08458511809408838,0.33792760226107904,1.6109353082331652
scene-0560,22,0.0,0.065,0.10590909090909091,747,1146,0.09783266857263731,0.027716598130234853,0.09078361567731903,0.6520004813009471
scene-0561,26,0.0,0.1473076923076923,0.06173076923076923,431,916,0.2251699713180074,0.05785898298977587,0.1706068303282392,1.7914080654433078
scene-0562,29,0.0,0.12103448275862069,0.02413793103448276,251,936,0.4902475380435942,0.10602791923498982,0.27287649061853225,1.5660353267425757
scene-0563,21,0.0,0.22285714285714286,0.08619047619047619,519,1389,0.13104466419210595,0.038067850142224455,0.14371080124708702,1.6470780303185444
scene-0564,24,0.0,0.14375,0.17625,680,2840,0.1982656819478302,0.05307242981071451,0.23579941465397095,2.0998053485829904
scene-0565,19,0.0,0.3005263157894737,0.045526315789473686,298,502,0.571800582044942,0.10853765091859367,0.3574690121582084,2.7085359139868426
scene-0625,14,0.0,0.018214285714285714,0.07535714285714286,327,696,0.4746752441660926,0.057119632004796035,0.20652181579002485,0.9099882371603211
scene-0626,19,0.0,0.05105263157894737,0.00631578947368421,47,74,0.4243844168638138,0.04153998995030531,0.17262361853850264,1.2014912509918212
scene-0629,20,0.0,0.061,0.05,200,1603,0.026203143763938924,0.018981351112271772,0.06865790354175551,0.5572164787493253
scene-0634,44,0.0,0.027954545454545454,0.03829545454545454,368,3672,0.0721556115771433,0.01847277266553864,0.10305240246109115,0.146881425209593
